EQUIPMENT,IMPORTANCE,ERR_CODE,DESCRIPTION,PROCESS_METHOD,RESET_AVAILABLE
STC,중,31,LV1: 1号货叉左侧限位被触发,检测限量传感器，需要肉眼确认,X
STC,중,32,LV1: 1号货叉右侧限位被触发,检测限量传感器，需要肉眼确认,X
STC,중,33,LV1: 2号货叉左侧限位被触发,检测限量传感器，需要肉眼确认,X
STC,중,34,LV1: 2号货叉右侧限位被触发,检测限量传感器，需要肉眼确认,X
STC,중,35,LV1: 1号货叉 左侧速度切换位置值不匹配,需要确认速度断开设置,X
STC,중,36,LV1: 1号货叉右侧速度切换位置数值不匹配,需要确认速度断开设置,X
STC,중,37,LV1: 2号货叉 左侧速度切换位置值不匹配,需要确认速度断开设置,X
STC,중,38,LV1: 2号货叉右侧速度切换位置数值不匹配,需要确认速度断开设置,X
STC,중,39,LV1: 1号货叉 原点位置数值不匹配,基本位置异常，有碰撞危险，需要确认,X
STC,중,40,LV1: 2号货叉 原点位置数值不匹配,基本位置异常，有碰撞危险，需要确认,X
STC,중,41,LV1: 载货台前进方向1号检测钢缆断裂报错,升降电缆感应传感器异常。 电缆传感器检查,X
STC,중,42,LV1: 载货台前进方向2号检测钢缆断裂报错,升降电缆感应传感器异常。 电缆传感器检查,X
STC,중,43,LV1: 载货台后退方向1号检测钢缆断裂报错,升降电缆感应传感器异常。 电缆传感器检查,X
STC,중,44,LV1: 载货台后退方向2号检测钢缆断裂报错,升降电缆感应传感器异常。 电缆传感器检查,X
STC,상,46,LV1: 1号载货台 安全限速器被触动,升降坠落确认用电缆动作传感器异常，实际需要确认,X
STC,상,47,LV1: 1号载货台 安全限速器钢丝断裂,升降坠落确认用电缆传感器异常，实际需要确认,X
STC,중,51,LV1: 立柱向前进方向倾斜,升降倾斜传感器异常。 需要用眼睛确认,X
STC,중,52,LV1: 立柱向后退方向倾斜,升降倾斜传感器异常。 需要用眼睛确认,X
STC,상,61,LV1: 货物超重,货物超重,△
STC,중,62,LV1: 货位重量数据报错,货位重量数据报错,△
STC,하,81,LV3: 检查同步冲突,检查同步冲突,X
STC,하,82,LV3: 从机报错状态,从机报错状态,X
STC,하,83,SYNC SLAVE POSITION DATA ERROR,SYNC - 2호 위치 데이터 이상,X
STC,하,84,LV3: 从机自动运行报错,从机自动运行报错,X
STC,하,85,LV3: 从机避让报错,从机避让报错,X
STC,상,101,LV1 : 1号安全门 - 急停开关,安全门相关实际需要确认,X
STC,상,102,LV1 : 2号安全门 - 急停开关,安全门相关实际需要确认,X
STC,상,103,LV1 : 3号安全门 - 急停开关,安全门相关实际需要确认,X
STC,상,104,LV1 : 4号安全门 - 急停开关,安全门相关实际需要确认,X
STC,상,105,LV1 : 5号安全门 - 急停开关,安全门相关实际需要确认,X
STC,상,106,LV1 : 6号安全门 - 急停开关,安全门相关实际需要确认,X
STC,상,107,LV1 : 7号安全门 - 急停开关,安全门相关实际需要确认,X
STC,상,108,LV1 : 8号安全门 - 急停开关,安全门相关实际需要确认,X
STC,상,109,LV1 : 9号安全门 - 急停开关,安全门相关实际需要确认,X
STC,상,110,LV1 : 10号安全门 - 急停开关,安全门相关实际需要确认,X
STC,상,111,LV1: 01号安全门 - 被打开,安全门相关实际需要确认,X
STC,상,112,LV1: 02号安全门 - 被打开,安全门相关实际需要确认,X
STC,상,113,LV1: 03号安全门 - 被打开,安全门相关实际需要确认,X
STC,상,114,LV1: 04号安全门 - 被打开,安全门相关实际需要确认,X
STC,상,115,LV1: 05号安全门 - 被打开,安全门相关实际需要确认,X
STC,상,116,LV1: 06号安全门 - 被打开,安全门相关实际需要确认,X
STC,상,117,LV1: 07号安全门 - 被打开,安全门相关实际需要确认,X
STC,상,118,LV1: 08号安全门 - 被打开,安全门相关实际需要确认,X
STC,상,119,LV1: 09号安全门 - 被打开,安全门相关实际需要确认,X
STC,상,120,LV1: 10号安全门 - 被打开,安全门相关实际需要确认,X
STC,상,121,LV1 : 1号安全门 - 急停开关,安全门相关，实际需要确认,X
STC,상,122,LV1 : 2号安全门 - 急停开关,安全门相关，实际需要确认,X
STC,상,123,LV1 : 3号安全门 - 急停开关,安全门相关，实际需要确认,X
STC,상,124,LV1 : 4号安全门 - 急停开关,安全门相关，实际需要确认,X
STC,상,125,LV1 : 5号安全门 - 急停开关,安全门相关，实际需要确认,X
STC,상,126,LV1 : 6号安全门 - 急停开关,安全门相关，实际需要确认,X
STC,상,127,LV1 : 7号安全门 - 急停开关,安全门相关，实际需要确认,X
STC,상,128,LV1 : 8号安全门 - 急停开关,安全门相关，实际需要确认,X
STC,상,129,LV1 : 9号安全门 - 急停开关,安全门相关，实际需要确认,X
STC,상,130,LV1 : 10号安全门 - 急停开关,安全门相关，实际需要确认,X
STC,상,131,LV1: 01号安全门 - 被打开,安全门相关，实际需要确认,X
STC,상,132,LV1: 02号安全门 - 被打开,安全门相关，实际需要确认,X
STC,상,133,LV1: 03号安全门 - 被打开,安全门相关，实际需要确认,X
STC,상,134,LV1: 04号安全门 - 被打开,安全门相关，实际需要确认,X
STC,상,135,LV1: 05号安全门 - 被打开,安全门相关，实际需要确认,X
STC,상,136,LV1: 06号安全门 - 被打开,安全门相关，实际需要确认,X
STC,상,137,LV1: 07号安全门 - 被打开,安全门相关，实际需要确认,X
STC,상,138,LV1: 08号安全门 - 被打开,安全门相关，实际需要确认,X
STC,상,139,LV1: 09号安全门 - 被打开,安全门相关，实际需要确认,X
STC,상,140,LV1: 10号安全门 - 被打开,安全门相关，实际需要确认,X
STC,상,151,LV1:  1号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,152,LV1 : 2号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,153,LV1 : 3号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,154,LV1 : 4号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,155,LV1 : 5号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,156,LV1 : 6号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,157,LV1 : 7号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,158,LV1 : 8号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,159,LV1 : 9号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,160,LV1 : 10号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,161,LV1 : 11号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,162,LV1 : 12号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,163,LV1 : 13号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,164,LV1 : 14号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,165,LV1 : 15号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,166,LV1 : 16号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,167,LV1 : 17号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,168,LV1 : 18号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,169,LV1 : 19号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,170,LV1 : 20号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,171,LV1 : 21号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,172,LV1 : 22号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,173,LV1 : 23号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,174,LV1 : 24号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,175,LV1 : 25号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,176,LV1 : 26号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,177,LV1 : 27号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,178,LV1 : 28号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,179,LV1 : 29号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,180,LV1 : 30号安全光栅被遮挡,关于安全光传感器，需要实际确认。,X
STC,상,181,LV1: 01号安全门被打开,安全相关，需要实际确认。,X
STC,상,182,LV1: 02号安全门被打开,安全相关，需要实际确认。,X
STC,상,183,LV1: 03号安全门被打开,安全相关，需要实际确认。,X
STC,상,184,LV1: 04号安全门被打开,安全相关，需要实际确认。,X
STC,상,185,LV1: 05号安全门被打开,安全相关，需要实际确认。,X
STC,상,186,LV1: 06号安全门被打开,安全相关，需要实际确认。,X
STC,상,187,LV1: 07号安全门被打开,安全相关，需要实际确认。,X
STC,상,188,LV1: 08号安全门被打开,安全相关，需要实际确认。,X
STC,상,189,LV1: 09号安全门被打开,安全相关，需要实际确认。,X
STC,상,190,LV1: 10号安全门被打开,安全相关，需要实际确认。,X
STC,상,201,LV2: 空开跳闸 - 1号行走变频器,无法采取电气切断、措施,X
STC,상,202,LV2: 空开跳闸 - 2号行走变频器,无法采取电气切断、措施,X
STC,상,203,LV2: 空开跳闸 - 1号提升变频器,无法采取电气切断、措施,X
STC,상,204,LV2: 空开跳闸 - 2号提升变频器,无法采取电气切断、措施,X
STC,상,205,LV2: 空开跳闸 -  1号提升变频器,无法采取电气切断、措施,X
STC,상,206,LV2: 空开跳闸 -  2号提升变频器,无法采取电气切断、措施,X
STC,상,207,LV2: 空开跳闸 - 机上柜,无法采取电气切断、措施,X
STC,상,211,LV2: 开关跳闸 - 1号行走电机抱闸,无法采取电气切断、措施,X
STC,상,212,LV2: 开关跳闸 - 2号行走电机抱闸,无法采取电气切断、措施,X
STC,상,213,LV2: 开关跳闸 - 1号提升电机抱闸,无法采取电气切断、措施,X
STC,상,214,LV2: 开关跳闸 - 2号提升电机抱闸,无法采取电气切断、措施,X
STC,상,215,LV2: 开关跳闸 -  1号货叉电机抱闸,无法采取电气切断、措施,X
STC,상,216,LV2: 开关跳闸 -  2号货叉电机抱闸,无法采取电气切断、措施,X
STC,상,221,LV2: 01号开关跳闸,无法采取电气切断、措施,X
STC,상,222,LV2: 02号开关跳闸,无法采取电气切断、措施,X
STC,상,223,LV2: 03号开关跳闸,无法采取电气切断、措施,X
STC,상,224,LV2: 04号开关跳闸,无法采取电气切断、措施,X
STC,상,225,LV2: 05号开关跳闸,无法采取电气切断、措施,X
STC,상,226,LV2: 06号开关跳闸,无法采取电气切断、措施,X
STC,상,227,LV2: 07号开关跳闸,无法采取电气切断、措施,X
STC,상,228,LV2: 08号开关跳闸,无法采取电气切断、措施,X
STC,상,229,LV2: 09号开关跳闸,无法采取电气切断、措施,X
STC,상,230,LV2: 10号开关跳闸,无法采取电气切断、措施,X
STC,상,231,LV2: 11号开关跳闸,无法采取电气切断、措施,X
STC,상,232,LV2: 12号开关跳闸,无法采取电气切断、措施,X
STC,상,233,LV2: 13号开关跳闸,无法采取电气切断、措施,X
STC,상,234,LV2: 14号开关跳闸,无法采取电气切断、措施,X
STC,상,235,LV2: 15号开关跳闸,无法采取电气切断、措施,X
STC,상,236,LV2: 16号开关跳闸,无法采取电气切断、措施,X
STC,상,237,LV2: 17号开关跳闸,无法采取电气切断、措施,X
STC,상,238,LV2: 18号开关跳闸,无法采取电气切断、措施,X
STC,상,239,LV2: 19号开关跳闸,无法采取电气切断、措施,X
STC,상,240,LV2: 20号开关跳闸,无法采取电气切断、措施,X
STC,하,241,LV2: 手动控制器状态错误,操作开关通信错误，重试,O
STC,중,301,LV2: 1号行走 激光测距仪报错,传感器测量异常，重试,O
STC,중,302,LV2: 1号行走 激光测距仪数值报错,传感器测量异常，重试,O
STC,중,309,LV2: 1号行走原点参考状态报错,基本位置相关，需要实际确认。,X
STC,중,311,LV2: 1号行走定位报错,重试,O
STC,중,313,LV2: 行走轴互锁报错,行驶中轴异常,X
STC,중,314,LV2: 1号货叉提升时状态报错,确认叉子后重试,O
STC,중,315,LV2: 2号货叉提升时状态报错,确认叉子后重试,O
STC,중,316,LV2: 1号行走运行超时,重试,O
STC,중,321,LV2: 1号行走电机过流,过电流,X
STC,중,322,LV2: 1号行走电机编码器报错,编码器异常，实际需要确认,X
STC,상,323,LV2: 1号行走变频器通讯报错,通信重试,O
STC,중,324,LV2: 1号行走速度跟随报错,重试速度设置,O
STC,중,325,LV2: 1号行走速度跟随报错,重试,O
STC,상,330,LV2: 1号行走变频器报错,原因多样,X
STC,중,340,LV2: 1号行走手动,行驶偏离位置值,X
STC,중,351,LV2: 2号行走 激光测距仪报错,传感器测量错误，重试,O
STC,중,352,LV2: 2号行走 激光测距仪数值报错,传感器测量错误，重试,O
STC,중,359,LV2: 2号行走原点参考状态报错,基本对齐需要进行目视检查。,X
STC,중,361,LV2: 2号行走定位报错,重试,O
STC,중,366,LV2: 2号行走运行超时,重试,O
STC,중,371,LV2: 2号行走电机过流,过电流,X
STC,중,372,LV2: 2号行走电机编码器报错,编码器异常，实际需要确认,X
STC,상,373,LV2: 2号行走变频器通讯报错,通信重试,X
STC,중,374,LV2: 2号行走速度跟随报错,速度设置重试,O
STC,중,375,LV2: 2号行走速度跟随报错,重试,O
STC,상,380,LV2: 2号行走变频器报错,原因多样,X
STC,중,390,LV2:2号行走手动,行驶偏离位置值,X
STC,중,401,LINEAR SCALE SENSOR ERROR,传感器测量错误，重试,O
STC,중,402,LINEAR SCALE COUNT VALUE ERROR,传感器测量错误，重试,O
STC,중,403,LV2: 1号载货台位置值报错,CMD异常确认,△
STC,중,407,LV2: WCS状态报错,通信重试,O
STC,중,408,LV2: WCS数据报错,重试,O
STC,중,409,LV2: 1号载货台原点参考状态报错,基本对齐需要进行目视检查。,X
STC,중,411,LV2: 1号载货台定位报错,重试,O
STC,상,413,LV2: 提升轴互锁报错,升降机运行中轴异常,X
STC,중,414,LV2: 1号货叉提升时状态报错,确认叉子后重试,O
STC,중,415,LV2: 1号货叉提升时状态报错,确认叉子后重试,O
STC,중,416,LV2: 1号载货台提升超时,重试,O
STC,상,417,LV2: 1号载货台超重,货物超重,△
STC,중,421,LV2: 1号载货台电机过流,过电流,X
STC,중,422,LV2: 1号载货台电机编码器报错,编码器异常，实际需要确认,X
STC,상,423,LV2: 1号载货台变频器通讯报错,通信重试,O
STC,중,424,LV2: 1号载货台电机速度报错,速度设置重试,O
STC,중,425,LV2: 1号载货台电机速度报错,电机未按变频器输出运行,O
STC,상,430,LV2: 1号载货台变频器报错,变频器故障,X
STC,중,440,LV2: 1号载货台手动,升降位置值偏离,X
STC,중,453,LV2: 2号载货台位置数值报错,CMD异常确认,△
STC,중,459,LV2: 2号载货台原点参考状态报错,基本对齐需要进行目视检查。,X
STC,중,461,LV2: 2号载货台定位报错,重试,O
STC,중,466,LV2: 2号载货台提升超时,重试,O
STC,상,467,LV2: 2号载货台超重,货物超重,△
STC,중,471,LV2: 2号载货台电机过流,过电流,X
STC,중,472,LV2: 2号载货台电机编码器报错,编码器异常，实际需要确认,X
STC,상,473,LV2: 2号载货台变频器通讯报错,通信重试,O
STC,중,474,LV2: 2号载货台电机速度报错,速度设置重试,O
STC,중,475,LV2: 2号载货台电机速度报错,电机未按变频器输出运行,O
STC,상,480,LV2: 2号载货台变频器报错,变频器故障,X
STC,중,490,LV2: 2号载货台手动,升降位置值偏离,X
STC,중,501,LV2: 1号货叉原点参考状态报错,基本对齐需要进行目视检查。,X
STC,상,502,LV2: 1号货叉货物前进方向超限,叉内货物定位传感器故障,X
STC,상,503,LV2: 1号货叉货物后退方向超限,叉内货物定位传感器故障,X
STC,상,504,LV2: 1号货叉货物左侧超宽,叉内货物定位传感器故障,X
STC,상,505,LV2: 1号货叉货物右侧超宽,叉内货物定位传感器故障,X
STC,상,506,LV2: 1号货叉货物超高,叉内货物定位传感器故障,X
STC,중,507,LV2: 1号货叉左侧末端传感器状态报错,传感器状态异常,X
STC,중,508,LV2: 1号货叉左侧减速传感器状态报错,传感器状态异常,X
STC,중,509,LV2: 1号货叉右侧减速传感器状态报错,传感器状态异常,X
STC,중,510,LV2: 1号货叉右侧末端传感器状态报错,传感器状态异常,X
STC,중,511,LV2: 1号货叉货物检测报错,传感器状态异常,X
STC,상,512,LV2: 1号货叉货物左侧超宽传感器状态报错,传感器状态异常,X
STC,상,513,LV2: 1号货叉货物右侧超宽传感器状态报错,传感器状态异常,X
STC,상,514,LV2: 1号货叉货物高度检测传感器状态报错,传感器状态异常,X
STC,중,516,LV2: 1号货叉运行超时,确认叉子后重试,O
STC,중,517,LV2: 1号货叉检测到左侧货位有货物,传感器状态异常,X
STC,중,518,LV2: 1号货叉检测到右侧货位有货物,传感器状态异常,X
STC,중,519,LV2: 1号货叉检测货物尺寸报错,传感器状态异常,X
STC,중,521,LV2: 1号货叉电机过流,过电流,X
STC,중,522,LV2: 1号货叉电机编码器报错,编码器异常，实际需要确认,X
STC,상,523,LV2: 1号货叉变频器通讯报错,通信重试,O
STC,중,524,LV2: 1号货叉电机速度报错,速度设置重试,O
STC,중,525,LV2: 1号货叉电机速度跟踪报错,重试,O
STC,상,530,LV2: 1号货叉变频器报错,变频器故障,X
STC,중,531,LV2: 1号货叉位置值报错,叉位位置值异常,△
STC,중,535,LV2: 1号货叉检测到左侧货架有货物(离线状态),卸货前左侧货架有货,X
STC,중,536,LV2: 1号货叉检测到右侧货架有货物(离线状态),卸货前右侧货架有货,X
STC,중,540,LV2: 1号货叉手动,叉位位置值异常,X
STC,상,541,LV2: 1号货叉左侧上板状态报错,叉1左侧托板异常,X
STC,상,542,LV2: 1号货叉右侧上板状态报错,叉1右侧托板异常,X
STC,중,551,LV2: 2号货叉原点参考状态报错,基本对齐需要进行目视检查。,X
STC,상,552,LV2: 2号货叉货物前进方向超限,叉内货物定位传感器故障,X
STC,상,553,LV2: 2号货叉货物后退方向超限,叉内货物定位传感器故障,X
STC,상,554,LV2: 2号货叉货物左侧超宽,叉内货物定位传感器故障,X
STC,상,555,LV2: 2号货叉货物右侧超宽,叉内货物定位传感器故障,X
STC,상,556,LV2: 2号货叉货物超高,叉内货物定位传感器故障,X
STC,중,557,LV2: 2号货叉左侧末端传感器状态报错,传感器状态异常,X
STC,중,558,LV2: 2号货叉左侧减速传感器状态报错,传感器状态异常,X
STC,중,559,LV2: 2号货叉右侧减速传感器状态报错,传感器状态异常,X
STC,중,560,LV2: 2号货叉右侧减速传感器状态报错,传感器状态异常,X
STC,중,561,LV2: 2号货叉货物检测报错,传感器状态异常,X
STC,상,562,LV2: 2号货叉货物左侧超宽传感器状态报错,传感器状态异常,X
STC,상,563,LV2: 2号货叉货物右侧超宽传感器状态报错,传感器状态异常,X
STC,상,564,LV2: 2号货叉货物高度检测传感器状态报错,传感器状态异常,X
STC,중,566,LV2: 2号货叉运行超时,确认叉子后重试,O
STC,중,567,LV2: 2号货叉检测到左侧货位有货物,传感器状态异常,X
STC,중,568,LV2: 2号货叉检测到右侧货位有货物,传感器状态异常,X
STC,중,569,LV2: 2号货叉检测货物尺寸报错,传感器状态异常,X
STC,중,571,LV2: 2号货叉电机过流,过电流,X
STC,중,572,LV2: 2号货叉电机编码器报错,编码器异常，实际需要确认,X
STC,상,573,LV2: 2号货叉变频器通讯报错,通信重试,O
STC,중,574,LV2: 2号货叉电机速度报错,速度设置重试,O
STC,중,575,LV2: 2号货叉电机速度跟踪报错,电机未按变频器输出运行,O
STC,상,580,LV2: 2号货叉变频器报错,变频器故障,X
STC,중,581,LV3: 2号货叉位置值错误,叉位位置值异常,X
STC,중,585,LV3: 2号货叉左侧货位有货物(离线),卸货前左侧货架有货,X
STC,중,586,LV2：检测到叉2右齿条负载（离线）,卸货前右侧货架有货,X
STC,상,590,LV2: 1号货叉手动,叉位位置值异常,X
STC,중,591,LV2: 1号货叉左侧上板状态报错,叉1左侧托板异常,X
STC,중,592,LV2: 1号货叉右侧上板状态报错,叉1右侧托板异常,X
STC,상,601,LV2: GP柜-MP柜通讯报错,通信重试,O
STC,중,611,LV2: 1号货叉装货步骤第1步超时,单位动作超时，重试,O
STC,중,612,LV2: 1号货叉装货步骤第2步超时,单位动作超时，重试,O
STC,중,613,LV2: 1号货叉装货步骤第3步超时,单位动作超时，重试,O
STC,중,614,LV2: 1号货叉装货步骤第4步超时,单位动作超时，重试,O
STC,중,615,LV2: 1号货叉装货步骤第5步超时,单位动作超时，重试,O
STC,중,616,LV2: 1号货叉装货步骤第6步超时,单位动作超时，重试,O
STC,중,617,LV2: 1号货叉装货步骤第7步超时,单位动作超时，重试,O
STC,중,618,LV2: 1号货叉装货步骤第8步超时,单位动作超时，重试,O
STC,중,619,LV2: 1号货叉装货步骤第9步超时,单位动作超时，重试,O
STC,중,620,LV2: 1号货叉装货步骤第10步超时,单位动作超时，重试,O
STC,중,621,LV2: 1号货叉卸货步骤第1步超时,单位动作超时，重试,O
STC,중,622,LV2: 1号货叉卸货步骤第2步超时,单位动作超时，重试,O
STC,중,623,LV2: 1号货叉卸货步骤第3步超时,单位动作超时，重试,O
STC,중,624,LV2: 1号货叉卸货步骤第4步超时,单位动作超时，重试,O
STC,중,625,LV2: 1号货叉卸货步骤第5步超时,单位动作超时，重试,O
STC,중,626,LV2: 1号货叉卸货步骤第6步超时,单位动作超时，重试,O
STC,중,627,LV2: 1号货叉卸货步骤第7步超时,单位动作超时，重试,O
STC,중,628,LV2: 1号货叉卸货步骤第8步超时,单位动作超时，重试,O
STC,중,629,LV2: 1号货叉卸货步骤第9步超时,单位动作超时，重试,O
STC,중,630,LV2: 1号货叉卸货步骤第10步超时,单位动作超时，重试,O
STC,중,631,LV2: 2号货叉装货步骤第1步超时,单位动作超时，重试,O
STC,중,632,LV2: 2号货叉装货步骤第2步超时,单位动作超时，重试,O
STC,중,633,LV2: 2号货叉装货步骤第3步超时,单位动作超时，重试,O
STC,중,634,LV2: 2号货叉装货步骤第4步超时,单位动作超时，重试,O
STC,중,635,LV2: 2号货叉装货步骤第5步超时,单位动作超时，重试,O
STC,중,636,LV2: 2号货叉装货步骤第6步超时,单位动作超时，重试,O
STC,중,637,LV2: 2号货叉装货步骤第7步超时,单位动作超时，重试,O
STC,중,638,LV2: 2号货叉装货步骤第8步超时,单位动作超时，重试,O
STC,중,639,LV2: 2号货叉装货步骤第9步超时,单位动作超时，重试,O
STC,중,640,LV2: 2号货叉装货步骤第10步超时,单位动作超时，重试,O
STC,중,641,LV2: 2号货叉卸货步骤第1步超时,单位动作超时，重试,O
STC,중,642,LV2: 2号货叉卸货步骤第2步超时,单位动作超时，重试,O
STC,중,643,LV2: 2号货叉卸货步骤第3步超时,单位动作超时，重试,O
STC,중,644,LV2: 2号货叉卸货步骤第4步超时,单位动作超时，重试,O
STC,중,645,LV2: 2号货叉卸货步骤第5步超时,单位动作超时，重试,O
STC,중,646,LV2: 2号货叉卸货步骤第6步超时,单位动作超时，重试,O
STC,중,647,LV2: 2号货叉卸货步骤第7步超时,单位动作超时，重试,O
STC,중,648,LV2: 2号货叉卸货步骤第8步超时,单位动作超时，重试,O
STC,중,649,LV2: 2号货叉卸货步骤第9步超时,单位动作超时，重试,O
STC,중,650,LV2: 2号货叉卸货步骤第10步超时,单位动作超时，重试,O
STC,중,661,LV2：提升机线性计数值检查,升降位置值偏离,X
